date,open,high,low,close,volume
1996-03-14,3.988,4.0497,3.9615,3.9615,4057013
1996-03-15,3.988,4.1732,3.9703,4.1556,6178627
1996-03-18,4.2173,4.2526,4.1876,4.1997,4391912
1996-03-19,4.2218,4.2262,4.1203,4.1468,3128275
1996-03-20,4.0851,4.1115,3.8909,3.9174,8356499
1996-03-21,3.9262,3.9879,3.8909,3.9438,3360903
1996-03-22,3.9703,3.988,3.9174,3.9615,2138899
1996-03-25,3.9792,4.0056,3.8645,3.8744,3234826
1996-03-26,3.8468,3.9791,3.8203,3.9615,3527526
1996-03-27,3.9792,4.0497,3.9615,3.9968,3641314
1996-03-28,3.9791,4.0497,3.9659,3.9791,2280209
1996-03-29,4.0045,4.0497,3.9703,4.0144,2563447
1996-04-01,4.0321,4.0586,3.9968,4.0321,2012987
1996-04-02,4.032,4.0409,3.9968,4.0144,1245416
1996-04-03,4.0056,4.085,3.9792,4.0674,2354729
1996-04-04,4.0762,4.1909,4.0498,4.1821,5136141
1996-04-08,4.1203,4.2967,4.1115,4.2791,8145883
1996-04-09,4.3408,4.3849,4.2791,4.3673,8186598
1996-04-10,4.332,4.4556,4.3232,4.3585,9275283
1996-04-11,4.3321,4.3762,4.2262,4.2659,7473668
1996-04-12,4.2614,4.2702,4.1997,4.2085,3419076
1996-04-15,4.2174,4.2968,4.2085,4.2747,3002674
1996-04-16,4.5173,4.5879,4.4467,4.5791,13491445
1996-04-17,4.5615,4.5857,4.4986,4.5306,4982929
1996-04-18,4.5438,4.6496,4.5349,4.6408,5160090
1996-04-19,4.6938,4.6938,4.5968,4.6056,4415108
1996-04-22,4.632,4.782,4.632,4.782,5892327
1996-04-23,4.7655,4.8085,4.7115,4.8074,4487148
1996-04-24,4.8703,4.9673,4.7997,4.9585,11556122
1996-04-25,4.9409,4.9409,4.8526,4.9144,5451372
1996-04-26,4.9144,4.9673,4.8703,4.8879,5176925
1996-04-29,4.8643,4.8731,4.7936,4.8113,2494397
1996-04-30,4.7936,4.8025,4.7484,4.7848,3307819
1996-05-01,4.7583,4.8686,4.7494,4.7936,3676446
1996-05-02,4.7936,4.8642,4.7847,4.8024,4450638
1996-05-03,4.8201,4.8996,4.8024,4.851,4367451
1996-05-06,4.8466,4.8731,4.7936,4.8554,2875301
1996-05-07,4.8642,4.8907,4.7848,4.7936,2976593
1996-05-08,4.776,4.8731,4.6965,4.8554,4557282
1996-05-09,4.8643,4.9172,4.8289,4.8466,3594320
1996-05-10,4.8907,4.9084,4.8642,4.8819,3405999
1996-05-13,4.8819,5.0673,4.8731,5.0673,5413840
1996-05-14,5.0849,5.1908,5.0761,5.1467,8086332
1996-05-15,5.1291,5.1997,5.1026,5.1114,4297590
1996-05-16,5.0673,5.1026,5.0319,5.0761,2827325
1996-05-17,5.1025,5.1114,5.0143,5.0231,2830866
1996-05-20,5.0408,5.0673,5.0055,5.0143,2336071
1996-05-21,5.0143,5.0319,4.9525,4.9613,2821663
